"","Sample.number","Moisture.treatment","Residue.type","Lab.rep","Glucose.addition.treatment","Harvest.day","frac.mass.recovery","frac.pct.pom","frac.pct.maom","pom.n.pct","pom.c.pct","pom.n.g.kg","pom.c.g.kg","pom.cn","maom.n.pct","maom.c.pct","maom.n.g.kg","maom.c.g.kg","maom.cn","bulk.soil.N.g.kg","bulk.soil.C.g.kg","bulk.soil.cn","frac.pct.n.as.pon","frac.pct.c.as.poc","frac.pct.n.as.maon","frac.pct.c.as.maoc","frac.c.recovery","frac.n.recovery","d13C.som","d13C.pom","d13C.maom","X13soc","X13poc","X13maoc","doc","mbc","X13doc","X13mbc","X13co2","CUE","GMC","Moisture.pct","co2","co2.native","dna","file.names","richness","shannon.div","simpson.div","invsimpson.div","evenness","Harvest.day2"
"102","46","Ambient","No residue","R2","G-50","T90",97.42417369,17.96102458,82.03897542,0.068,1.321,0.118988983,2.311535969,19.42647059,0.111,0.93,0.887176312,7.433098833,8.378378378,1.15,10.92,9.5,10.35,21.1679118,77.15,68.06867064,89.23658244,87.49263434,-17.5573029,-18.95176541,-14.39007327,11.12697528,2.093937734,19.81984821,32.84,449.0717813,1.346003473,0.537360273,25.75485518,0.020437999,0.249433107,19.96370236,849.1572503,19.96422557,83.076,"Wooliver_ITS_2D5_Beever240927_S296",813,5.51139227813306,0.986995705634295,76.8976748663289,0.822506109860151,"6 mo"
"103","47","Ambient","No residue","R2","G-00","T1",97.80823293,18.61413648,81.38586352,0.089,1.488,0.162034806,2.709076305,16.71910112,0.097,0.915,0.772140127,7.283589859,9.432989691,1.23,11.96,9.72,13.17,22.65113968,62.78,60.89958076,83.55072044,75.94918155,-21.48773157,-21.95381967,-22.53070357,NA,NA,NA,29.47,312.9278654,NA,NA,NA,NA,0.265578635,20.98475967,7.577555032,NA,75.126,"Wooliver_ITS_1D2_Beever240927_S176",1494,6.51791287090323,0.997444255369147,391.275398929972,0.891739430297079,"24 hr"
"104","48","Ambient","No residue","R2","G-00","T90",97.63121272,18.19101242,81.80898758,0.047,0.829,0.083472498,1.47231279,17.63829787,0.096,0.846,0.766762624,6.757095626,8.8125,1.1,10.19,9.26,7.59,14.44860442,69.71,66.31104638,80.7596508,77.29410205,-21.33255124,-22.30889865,-24.27711745,NA,NA,NA,26.03,419.9260951,NA,NA,NA,NA,0.25,20,803.2252437,NA,54.339,"Wooliver_ITS_1D7_Beever240927_S216",1089,6.0389062370718,0.994906448881996,196.326683846437,0.863562587941181,"6 mo"
"105","49","Ambient","Five-species mix","R2","G-50","T1",97.48030708,19.51713913,80.48286087,0.107,1.716,0.203571429,3.264753004,16.03738318,0.166,1.258,1.302352003,9.869631442,7.578313253,1.9,15.73,8.28,10.71,20.75494599,68.54,62.74400154,83.49894753,79.25912796,-16.98228341,-21.09814878,-17.32438173,28.76681954,3.123858481,17.36282008,64.11,281.2879105,7.328059528,4.055790702,14.04270022,0.224095518,0.274463007,21.53558052,32.45120224,0.961999111,133.118,"Wooliver_ITS_1E12_Beever240927_S257",379,3.80716649514972,0.94612712201859,18.5622160439447,0.641203078794005,"24 hr"
"107","50","Ambient","Five-species mix","R2","G-50","T90",97.19762972,20.10209227,79.89790773,0.067,1.234,0.130909673,2.411082639,18.41791045,0.144,1.01,1.118287764,7.843546124,7.013888889,1.85,13.92,7.52,7.08,17.32099597,60.45,56.34731411,73.66831008,67.52418581,-19.42694824,-21.78770443,-19.63935069,10.56260923,1.063202553,9.668526635,40.12,667.3296769,2.162947654,1.256591143,27.94054915,0.043038158,0.259887006,20.62780269,1296.556269,82.62428062,72.781,"Wooliver_ITS_2E5_Beever240927_S297",313,3.39399988415012,0.921874624681969,12.7999385081892,0.590650864859354,"6 mo"
"108","51","Ambient","Five-species mix","R2","G-00","T1",98.07468185,17.96135236,82.03864764,0.123,1.952,0.216671132,3.438553248,15.8699187,0.124,0.992,0.997693369,7.981546952,8,1.94,15.54,8.01,11.17,22.12711228,51.43,51.361306,73.48841828,62.5961083,-23.7624271,-24.64644881,-23.84674491,NA,NA,NA,47.57,1299.33447,NA,NA,NA,NA,0.266536965,21.04454685,17.44650291,NA,117.958,"Wooliver_ITS_1E2_Beever240927_S177",465,3.77244612864662,0.93872068580184,16.3187204864317,0.614201099657071,"24 hr"
"109","52","Ambient","Five-species mix","R2","G-00","T90",97.83145695,18.9540736,81.0459264,0.13,2.234,0.241059603,4.142516556,17.18461538,0.132,0.955,1.04660702,7.572043212,7.234848485,1.92,14.3,7.45,12.56,28.96864725,54.51,52.95135113,81.91999838,67.06596992,-22.23903853,-23.42241117,-24.20998039,NA,NA,NA,71.11,700.1510954,NA,NA,NA,NA,0.266055046,21.01449275,1185.683988,NA,75.462,"Wooliver_ITS_1E7_Beever240927_S217",306,3.5248707182551,0.928743140096948,14.0337365603893,0.615850145576192,"6 mo"
"110","53","Ambient","Wheat-clover mix","R2","G-50","T1",97.07782231,19.61114877,80.38885123,0.117,1.879,0.222745491,3.577254509,16.05982906,0.151,1.218,1.178400167,9.505241082,8.066225166,1.73,15.15,8.76,12.88,23.61224098,68.12,62.74086523,86.35310621,80.9910785,-16.5402404,-21.1672978,-15.79144568,26.86139918,2.958270251,19.97847346,59.81,1069.820503,6.280686348,9.313831114,12.41026138,0.428732805,0.278455285,21.78060413,33.76818049,1.249272152,141.329,"Wooliver_ITS_1F12_Beever240927_S258",532,3.95292212491545,0.946192329675467,18.5847109523354,0.629782802166142,"24 hr"
"111","54","Ambient","Wheat-clover mix","R2","G-50","T90",97.63545689,18.19074579,81.80925421,0.061,1.185,0.108339768,2.104633205,19.42622951,0.115,0.91,0.91856065,7.26861036,7.913043478,1.67,13.49,8.08,6.49,15.60143221,55,53.88147043,69.48290263,61.49104301,-21.84893919,-22.10879633,-19.91201863,-8.318189858,0.559892589,9.844713453,55.51,906.7762114,1.960315144,0.877332496,27.56354559,0.030847588,0.269521411,21.23015873,1360.147003,-45.77391249,81.144,"Wooliver_ITS_2F5_Beever240927_S298",376,3.55957819594863,0.926521906043704,13.6094983709675,0.600307729569548,"6 mo"
"112","55","Ambient","Wheat-clover mix","R2","G-00","T1",97.94622578,18.75526426,81.24473574,0.143,2.161,0.262692051,3.969772879,15.11188811,0.136,1.121,1.082235671,8.920486673,8.242647059,1.78,15.27,8.58,14.76,25.99720288,60.8,58.41838031,84.41558319,75.5577372,-23.11251395,-24.23362836,-23.58353604,NA,NA,NA,67,464.2972573,NA,NA,NA,NA,0.229998589,18.69909372,20.10864696,NA,146.722,"Wooliver_ITS_1F2_Beever240927_S178",575,3.99558025508561,0.94772095785444,19.1281239854339,0.628792504911194,"24 hr"
"113","56","Ambient","Wheat-clover mix","R2","G-00","T90",97.3427753,18.44035167,81.55964833,0.074,1.405,0.132832591,2.522024188,18.98648649,0.186,1.349,1.476699109,10.71003816,7.252688172,1.66,13.24,7.98,8,19.04852106,88.96,80.89152689,99.94004795,96.95974094,-19.56544068,-23.09490749,-24.9350374,NA,NA,NA,69.63,469.4717592,NA,NA,NA,NA,0.257211538,20.45889101,1378.236047,NA,85.546,"Wooliver_ITS_1F7_Beever240927_S218",435,3.657685920686,0.935365423480506,15.4715951406968,0.602053924495648,"6 mo"
"114","57","Ambient","Wheat","R2","G-50","T1",96.99899396,18.94548333,81.05451667,0.115,1.869,0.211334675,3.434647887,16.25217391,0.149,1.216,1.171468779,9.560443192,8.161073826,1.64,15.45,9.42,12.89,22.23073066,71.43,61.87989121,84.11062188,84.31728378,-15.7824531,-18.83861941,-15.79039317,30.55177385,3.913028191,19.58918245,84.49,628.2049816,12.14798644,6.968504901,12.36118631,0.360507823,0.283446712,22.08480565,39.06792779,2.997486544,126.152,"Wooliver_ITS_1G12_Beever240927_S259",841,4.87988530749788,0.979630490907335,49.092984786762,0.72460002831374,"24 hr"
"115","58","Ambient","Wheat","R2","G-50","T90",97.44257426,19.50882469,80.49117531,0.063,1.323,0.119762376,2.515009901,21,0.127,1.016,0.99609495,7.968759604,8,1.5,13.01,8.67,7.98,19.33135973,66.41,61.25103462,80.58239435,74.39048845,-18.94222521,-21.52758381,-19.16218178,12.02033892,0.174641364,13.11003393,56.56,582.5939107,1.235192927,0.608936988,27.40331824,0.021738235,0.267002519,21.07355865,1540.126458,66.00207096,67.182,"Wooliver_ITS_2G5_Beever240927_S299",691,4.5698772128582,0.971883440790593,35.5662295856393,0.698956788327717,"6 mo"
"116","59","Ambient","Wheat","R2","G-00","T1",98.1453877,20.70485032,79.29514968,0.144,2.227,0.292620321,4.525454545,15.46527778,0.126,1.091,0.980589104,8.490656451,8.658730159,1.52,14.43,9.49,19.25,31.36143136,64.51,58.84030804,90.2017394,83.76377797,-23.11251395,-23.06165197,-23.38613115,NA,NA,NA,75.72,1121.47325,NA,NA,NA,NA,0.284013605,22.1192053,23.70925493,NA,126.393,"Wooliver_ITS_1G2_Beever240927_S179",780,4.84579330003457,0.980456713003045,51.1684651694374,0.727673738158831,"24 hr"
"118","60","Ambient","Wheat","R2","G-00","T90",97.84146341,18.93205682,81.06794318,0.084,1.695,0.155596572,3.139716546,20.17857143,0.139,1.188,1.102521061,9.422985761,8.54676259,1.51,13.01,8.62,10.3,24.13310181,73.01,72.4287914,96.56189321,83.31904858,-22.36636607,-21.78489074,-25.26407679,NA,NA,NA,44.76,571.9860334,NA,NA,NA,NA,0.261386139,20.72213501,1446.508901,NA,76.633,"Wooliver_ITS_1G7_Beever240927_S219",618,4.45264134160083,0.967473989115703,30.744624772993,0.692857595726903,"6 mo"
"119","61","Drought","Clover","R2","G-50","T1",97.4083612,18.54070887,81.45929113,0.124,2.333,0.223946488,4.213444816,18.81451613,0.158,1.248,1.253700936,9.902650435,7.898734177,2.07,16.76,8.1,10.82,25.13988554,60.57,59.08502646,84.224912,71.38393356,-16.91913556,-20.67131251,-16.98841736,30.93593777,4.210307568,17.61648459,77.21,338.7151557,7.545675554,4.036516633,11.76145821,0.255508486,0.281553398,21.96969697,32.74002865,2.408946779,142.597,"Wooliver_ITS_1H12_Beever240927_S260",446,4.34335001229773,0.970846442452501,34.3011311182424,0.711987364342559,"24 hr"
"120","62","Drought","Clover","R2","G-50","T90",97.31940789,18.59043911,81.40956089,0.08,1.639,0.144736842,2.965296053,20.4875,0.135,1,1.069568586,7.922730263,7.407407407,1.85,14.03,7.58,7.82,21.13539596,57.81,56.46992347,77.60531943,65.63813122,-19.49619499,-22.30007119,-20.11662446,10.86110535,0.950129987,12.40149524,47.1,946.243508,1.650801905,1.517157057,26.78577116,0.053604244,0.257756563,20.49335863,1616.337512,8.958349006,92.399,"Wooliver_ITS_2H5_Beever240927_S300",479,3.77125753313104,0.943579679683103,17.7241106463642,0.611056462251768,"6 mo"
"121","63","Drought","Clover","R2","G-00","T1",97.00702341,20.06543677,79.93456323,0.127,1.85,0.247204013,3.601003344,14.56692913,0.138,1.105,1.070081538,8.568406522,8.007246377,1.96,15.35,7.83,12.61,23.45930518,54.6,55.82023793,79.2795431,67.20844652,-23.7624271,-24.37661975,-23.58353604,NA,NA,NA,83.68,1013.972523,NA,NA,NA,NA,0.268630849,21.17486339,18.56962366,NA,158.35,"Wooliver_ITS_1H2_Beever240927_S180",591,4.35558792606911,0.966987959726407,30.2919780695866,0.6824997640467,"24 hr"
"122","64","Drought","Clover","R2","G-00","T90",97.42043941,19.20376148,80.79623852,0.103,1.739,0.192696405,3.253388815,16.88349515,0.138,1.03,1.086226298,8.107341212,7.463768116,1.85,13.97,7.55,10.42,23.28839524,58.71,58.03393852,81.32233376,69.13095692,-22.36518094,-23.48791292,-25.92330597,NA,NA,NA,50.71,618.0775168,NA,NA,NA,NA,0.254237288,20.27027027,1580.375503,NA,97.193,"Wooliver_ITS_1H7_Beever240927_S220",433,3.84962763905745,0.947763314737023,19.1436343053864,0.634128471948356,"6 mo"
"123","65","Drought","No residue","R2","G-50","T1",97.5322364,18.45405938,81.54594062,0.078,1.341,0.140389523,2.413619879,17.19230769,0.112,1.026,0.890776091,8.160145265,9.160714286,1.17,11.81,10.09,12,20.43708619,76.13,69.09521816,89.53230436,88.13381321,-12.37241073,-13.47634385,-13.85663715,31.32711432,6.155877438,18.37529286,31.57,590.8387239,2.542778465,7.591300705,12.35376212,0.380610519,0.267932489,21.13144759,20.35291439,0.060372311,77.292,"Wooliver_ITS_2A1_Beever240927_S261",904,6.10607685295949,0.996391194247637,277.099979500221,0.897051553619039,"24 hr"
"124","66","Drought","No residue","R2","G-50","T90",97.88225484,18.1290914,81.8709086,0.051,1.066,0.090500334,1.891634423,20.90196078,0.107,0.921,0.857466878,7.380626117,8.607476636,1.17,10.95,9.36,7.74,17.27520021,73.29,67.40297824,84.67817845,81.02283859,-15.20293454,-19.71980869,-15.5490169,18.29006717,1.789157702,16.18111483,34.39,574.0137204,1.21458539,1.236160487,24.0305625,0.048924448,0.253363229,20.21466905,966.2652845,69.15799066,59.928,"Wooliver_ITS_2A6_Beever240927_S301",825,5.88976494000972,0.994291776685267,175.185858166938,0.877055649867283,"6 mo"
"125","67","Drought","No residue","R2","G-00","T1",97.94347826,20.62482286,79.37517714,0.093,1.507,0.187866221,3.044240803,16.20430108,0.097,0.918,0.754105251,7.1367899,9.463917526,1.18,11.91,10.09,15.92,25.56037618,63.91,59.92266918,85.48304536,79.82809081,-22.20263694,-22.92998991,-22.20169375,NA,NA,NA,32.31,682.2418742,NA,NA,NA,NA,0.259615385,20.61068702,7.938779964,NA,76.118,"Wooliver_ITS_1A3_Beever240927_S181",1157,6.28703874504347,0.996714455191192,304.363525135693,0.891325205108809,"24 hr"
"126","68","Drought","No residue","R2","G-00","T90",97.45098684,18.49782786,81.50217214,0.05,0.95,0.090131579,1.7125,19,0.097,0.847,0.770419309,6.727269638,8.731958763,1.17,10.96,9.37,7.7,15.625,65.85,61.38019743,77.00519743,73.55135796,-21.39163049,-23.22590896,-23.67696636,NA,NA,NA,46.85,594.6184242,NA,NA,NA,NA,0.247165533,19.81818182,872.860585,NA,59.767,"Wooliver_ITS_1A8_Beever240927_S221",813,5.90170971672072,0.995390927483205,216.963390434002,0.880756087691898,"6 mo"
"127","69","Drought","Five-species mix","R2","G-50","T1",97.21142285,18.75959883,81.24040117,0.114,2.014,0.207895792,3.672825651,17.66666667,0.169,1.278,1.334676653,10.0929986,7.562130178,2,16.12,8.06,10.39,22.78427823,66.73,62.61165383,85.39593206,77.12862224,-16.8559857,-18.97640481,-16.52030747,31.15733038,4.12430047,18.87191253,69.62,1124.233484,8.640867394,8.597930091,11.35326322,0.430948162,0.275735294,21.61383285,32.83634975,-4.332949724,149.918,"Wooliver_ITS_2B1_Beever240927_S262",459,3.88580682676616,0.948816526384838,19.5375563510751,0.633998204222212,"24 hr"
"129","70","Drought","Five-species mix","R2","G-50","T90",97.13335518,19.09253131,80.90746869,0.081,1.577,0.150216252,2.924580603,19.4691358,0.162,1.136,1.273127851,8.927612582,7.012345679,1.78,13.62,7.65,8.44,21.47269165,71.52,65.54781631,87.02050796,79.96315181,-19.84242663,-21.58841213,-19.29851576,12.35707797,1.446860831,13.87428482,39.34,971.8686811,1.771073687,1.136139918,26.79284686,0.040679597,0.267217631,21.08695652,1496.982007,-28.24357333,74.575,"Wooliver_ITS_2B6_Beever240927_S302",401,3.39554991764084,0.916576254823032,11.9869948044011,0.56649512327053,"6 mo"
"130","71","Drought","Five-species mix","R2","G-00","T1",97.61222445,21.41994382,78.58005618,0.146,2.11,0.305263861,4.411690047,14.45205479,0.132,1.097,1.012489379,8.414400367,8.310606061,2.03,16.68,8.22,15.04,26.4489811,49.88,50.44604537,76.89502646,64.9139527,-24.02239196,-23.13889006,-23.45193312,NA,NA,NA,77.2,1027.392292,NA,NA,NA,NA,0.274956217,21.56593407,25.81603625,NA,157.026,"Wooliver_ITS_1B3_Beever240927_S182",548,4.02595294691261,0.954242321394649,21.854255514681,0.63840425032587,"24 hr"
"131","72","Drought","Five-species mix","R2","G-00","T90",97.2351229,19.42451547,80.57548453,0.097,1.601,0.183208279,3.023880983,16.50515464,0.15,1.085,1.175215071,8.500722348,7.233333333,1.87,13.8,7.38,9.8,21.91218104,62.85,61.5994373,83.51161834,72.64295992,-23.20559972,-23.42241117,-25.06224108,NA,NA,NA,53.14,719.0191913,NA,NA,NA,NA,0.25498008,20.31746032,1498.224997,NA,83.287,"Wooliver_ITS_1B8_Beever240927_S222",398,3.55933692339656,0.930646761131683,14.4189372597108,0.594565348599575,"6 mo"
"132","73","Drought","Wheat-clover mix","R2","G-50","T1",97.26543624,19.45827339,80.54172661,0.139,2.103,0.263073826,3.980174497,15.1294964,0.153,1.251,1.198590705,9.800241644,8.176470588,1.76,15.4,8.75,14.95,25.84528894,68.1,63.63793276,89.48322169,83.04912103,-16.66653812,-22.7133013,-17.98485903,27.58852114,3.642549483,15.14755252,54.94,463.4476114,9.481621186,4.844215808,11.45466705,0.297211524,0.286334056,22.25969646,41.86141786,12.93891943,150.007,"Wooliver_ITS_2C1_Beever240927_S263",631,4.1703508647626,0.955851668931568,22.6509128612347,0.646836206265985,"24 hr"
"133","74","Drought","Wheat-clover mix","R2","G-50","T90",97.47425033,18.05712069,81.94287931,0.083,1.626,0.146088657,2.861929596,19.59036145,0.124,0.987,0.990427771,7.883485561,7.959677419,1.72,14.1,8.2,8.49,20.29737302,57.58,55.91124511,76.20861813,66.07653649,-18.66524139,-21.78036511,-19.50301671,15.0484034,1.469842038,10.97354281,50.87,637.3301622,1.769042884,0.655410095,26.71089249,0.02394953,0.265363128,20.97130243,1561.756802,-34.55952476,80.034,"Wooliver_ITS_2C6_Beever240927_S303",529,3.72382890740877,0.934113973133924,15.177725043774,0.593818494145313,"6 mo"
"134","75","Drought","Wheat-clover mix","R2","G-00","T1",98.14414716,19.69664441,80.30335559,0.128,1.993,0.247438127,3.852688963,15.5703125,0.124,1.061,0.977281739,8.362063913,8.556451613,1.81,16,8.84,13.67,24.07930602,53.99,52.26289946,76.34220548,67.66408101,-23.30748759,-26.10841125,-23.71513997,NA,NA,NA,75.81,942.0809286,NA,NA,NA,NA,0.274542429,21.54046997,17.46783139,NA,148.239,"Wooliver_ITS_1C3_Beever240927_S183",675,4.14288698592589,0.95228815267001,20.9591549261063,0.635927811786742,"24 hr"
"135","76","Drought","Wheat-clover mix","R2","G-00","T90",97.85278689,18.89757448,81.10242552,0.065,1.201,0.120196721,2.220865574,18.47692308,0.145,1.108,1.150734262,8.793196984,7.64137931,1.65,13.28,8.05,7.28,16.72338534,69.74,66.21383271,82.93721805,77.02612022,-22.62085022,-23.68441513,-24.66492238,NA,NA,NA,56.07,804.847121,NA,NA,NA,NA,0.266169154,21.021611,1569.539392,NA,96.759,"Wooliver_ITS_1C8_Beever240927_S223",570,3.69761379735782,0.931135814289143,14.5213363038771,0.582701810677818,"6 mo"
"136","77","Drought","Wheat","R2","G-50","T1",97.40140845,19.14264368,80.85735632,0.138,2.175,0.257303823,4.055331992,15.76086957,0.135,1.173,1.063208753,9.238102716,8.688888889,1.6,15.63,9.77,16.08,25.94582209,66.45,59.1049438,85.05076589,82.53203597,-16.41394268,-19.6089927,-16.85161761,28.51853662,6.429158713,16.28412247,36.91,358.984829,6.504396001,3.558739579,11.5956273,0.234832613,0.284982935,22.17795485,49.48757905,0.907978155,126.588,"Wooliver_ITS_2D1_Beever240927_S264",906,5.02012961161595,0.982672943991866,57.713208725738,0.737274288776775,"24 hr"
"137","78","Drought","Wheat","R2","G-50","T90",97.28728362,18.88787378,81.11212622,0.069,1.302,0.126790945,2.392490013,18.86956522,0.161,1.252,1.270479727,9.879755393,7.776397516,1.47,13.01,8.85,8.63,18.38962347,86.43,75.93970325,94.32932672,95.0524267,-18.59599463,-21.06989552,-19.43484973,14.12376514,1.391517521,12.52439531,34.21,871.6795733,1.005385038,1.072941721,26.64534506,0.038708804,0.267699115,21.11692845,1688.360262,-216.7647749,82.255,"Wooliver_ITS_2D6_Beever240927_S304",755,4.64843194614192,0.973171938642108,37.2744040897991,0.701468226358171,"6 mo"
"138","79","Drought","Wheat","R2","G-00","T1",97.809699,19.83238218,80.16761782,0.128,1.981,0.248294314,3.842742475,15.4765625,0.123,1.052,0.96446398,8.248911438,8.552845528,1.62,16.2,10,15.33,23.72063256,59.53,50.91920641,74.63983897,74.86162311,-23.17750516,-25.4893776,-23.38613115,NA,NA,NA,29.81,843.265342,NA,NA,NA,NA,0.275590551,21.60493827,36.9839736,NA,132.221,"Wooliver_ITS_1D3_Beever240927_S184",806,5.04621608229059,0.983649805396241,61.1613515456307,0.754057521760845,"24 hr"
"140","80","Drought","Wheat","R2","G-00","T90",97.26262295,18.8099821,81.1900179,0.074,1.424,0.135383607,2.605219672,19.24324324,0.14,1.123,1.105545574,8.868054852,8.021428571,1.52,15.45,10.16,8.91,16.86226325,72.73,57.39841328,74.26067653,81.64007765,-22.61959713,-23.22590896,-24.1351977,NA,NA,NA,30.85,778.0121087,NA,NA,NA,NA,0.265350877,20.97053726,1878.364612,NA,78.753,"Wooliver_ITS_1D8_Beever240927_S224",639,4.46839806208422,0.968530649351749,31.7769505693816,0.691712717059805,"6 mo"
"141","81","Ambient","Clover","R3","G-50","T1",97.06802949,17.81454233,82.18545767,0.105,1.649,0.181568365,2.851487936,15.7047619,0.153,1.209,1.220569806,9.644894739,7.901960784,1.94,15.24,7.86,9.36,18.71055076,62.92,63.28671088,81.99726164,72.27516341,-17.17172999,-14.31809113,-16.45086431,29.49171283,7.107831056,18.72731223,54.27,1082.884031,3.843721398,9.497869948,9.148210742,0.509376212,0.267857143,21.12676056,29.94004394,5.361965395,129.889,"Wooliver_ITS_2E1_Beever240927_S265",591,4.18493660798126,0.963125376070538,27.1189206407342,0.655759519949657,"24 hr"
"142","82","Ambient","Clover","R3","G-50","T90",97.25361842,18.87360435,81.12639565,0.054,1.348,0.099118421,2.474289474,24.96296296,0.136,1.025,1.073017632,8.087081414,7.536764706,1.81,13.35,7.38,5.48,18.53400355,59.28,60.57738887,79.11139242,64.75889794,-17.4945704,-20.95689243,-18.43819211,16.34587133,2.678835146,12.78517556,34.14,645.6317085,1.573968825,1.577405323,22.23490373,0.066243274,0.264788732,20.93541203,1253.281879,-77.82725917,78.074,"Wooliver_ITS_2E6_Beever240927_S305",503,3.87957379287336,0.951500398182038,20.6187259795121,0.623666515039225,"6 mo"
"143","83","Ambient","Clover","R3","G-00","T1",97.61381842,19.14850693,80.85149307,0.123,2.088,0.229906542,3.902803738,16.97560976,0.136,1.064,1.073342323,8.397325234,7.823529412,1.99,15.41,7.74,11.55,25.32643568,53.94,54.49270106,79.81913674,65.48989272,-24.34734803,-23.55905997,-23.64933902,NA,NA,NA,55.42,583.3401858,NA,NA,NA,NA,0.259380098,20.59585492,15.4298678,NA,120.699,"Wooliver_ITS_1E3_Beever240927_S185",556,4.1998196062611,0.962169569421615,26.4337461855741,0.664447644771489,"24 hr"
"144","84","Ambient","Clover","R3","G-00","T90",96.70344599,18.84523267,81.15476733,0.041,0.939,0.074718357,1.711232604,22.90243902,0.106,0.808,0.83188224,6.341140093,7.622641509,1.88,13.53,7.2,3.97,12.64769109,44.25,46.86725863,59.51494972,48.22343598,-22.03189467,-24.97214562,-24.30029793,NA,NA,NA,41.77,616.9806718,NA,NA,NA,NA,0.261339093,20.71917808,1308.672483,NA,87.896,"Wooliver_ITS_1E8_Beever240927_S225",350,3.80613178978385,0.947610979126226,19.0879688782389,0.649739710134926,"6 mo"
"145","85","Ambient","No residue","R3","G-50","T1",97.53719839,18.96574827,81.03425173,0.059,1.044,0.109142091,1.931260054,17.69491525,0.113,1.029,0.893135489,8.13306565,9.10619469,1.22,11.98,9.82,8.95,16.12070162,73.21,67.88869491,84.00939653,82.15390004,-12.81445374,-15.30401953,-13.18593429,31.39679316,3.655432705,20.07436798,18.57,595.770884,1.731355688,7.567185218,15.78021454,0.324112548,0.248772504,19.92136304,21.66994913,-2.092890046,68.789,"Wooliver_ITS_2F1_Beever240927_S266",1042,5.93899961122596,0.993865246735146,163.005740708279,0.854667930928017,"24 hr"
"146","86","Ambient","No residue","R3","G-50","T90",97.77700922,18.05619654,81.94380346,0.042,1.317,0.074150198,2.32513834,31.35714286,0.08,0.743,0.640977602,5.95307948,9.2875,1.11,11.17,10.06,6.68,20.81592068,57.75,53.29525049,74.11117117,64.4259279,-14.76819766,-19.0681658,-12.61450173,18.20879489,2.688759581,17.16154001,18.57,692.1928673,0.771057443,1.028908271,27.17676524,0.03647877,0.257446809,20.47377327,948.6722597,-5.7279497,56.616,"Wooliver_ITS_2F6_Beever240927_S306",802,5.89928668098365,0.995314646710728,213.431077287091,0.882187956995928,"6 mo"
"147","87","Ambient","No residue","R3","G-00","T1",97.9475968,18.60617275,81.39382725,0.081,1.359,0.147616822,2.476682243,16.77777778,0.108,0.991,0.861011615,7.900578805,9.175925926,1.24,12.02,9.69,11.9,20.60467756,69.44,65.72860903,86.33328659,81.34100306,-22.52759201,-22.31864759,-22.33329768,NA,NA,NA,24.92,549.5330898,NA,NA,NA,NA,0.256916996,20.44025157,7.982624631,NA,74.442,"Wooliver_ITS_1F3_Beever240927_S186",907,6.049941854189,0.995915991887225,244.857495966296,0.888372291549748,"24 hr"
"148","88","Ambient","No residue","R3","G-00","T90",97.6278244,18.44926947,81.55073053,0.07,2.432,0.126081343,4.380426081,34.74285714,0.127,1.049,1.011125791,8.3517398,8.25984252,1.14,10.84,9.51,11.06,40.4098347,88.7,77.04557011,117.4554048,99.75501172,-20.80709259,-23.35494594,-23.30102152,NA,NA,NA,17.61,451.5788206,NA,NA,NA,NA,0.250972763,20.0622084,927.0850159,NA,61.349,"Wooliver_ITS_1F8_Beever240927_S226",713,5.77256961411705,0.994453355206267,180.289172497545,0.878694868696807,"6 mo"
"149","89","Ambient","Five-species mix","R3","G-50","T1",99.21015467,19.18312427,80.81687573,0.125,2.025,0.237895091,3.853900471,16.2,0.172,1.256,1.379071015,10.07042555,7.302325581,1.86,15.07,8.1,12.79,25.57332761,74.14,66.82432352,92.39765113,86.93366163,-15.7824531,-21.50948041,-17.38166151,33.75478493,5.071374581,17.38205396,52.46,775.71692,6.315233105,8.546051288,13.37489962,0.38985769,0.270325203,21.28,32.9599056,0.817098817,127.715,"Wooliver_ITS_2G1_Beever240927_S267",467,3.81807177937152,0.940399866738791,16.7784859744745,0.621195451676729,"24 hr"
"151","90","Ambient","Five-species mix","R3","G-50","T90",97.01500639,18.89083794,81.10916206,0.046,1.471,0.084303959,2.695893997,31.97826087,0.139,1.051,1.093764017,8.270114974,7.561151079,1.91,14.24,7.46,4.41,18.93183987,57.27,58.0766501,77.00848997,61.67895161,-17.93668422,-22.90990353,-17.84730579,15.98818325,1.243639737,14.53600125,42.31,729.1357811,1.311856632,1.651914101,26.95579195,0.057743676,0.263297872,20.84210526,1215.11593,-106.5927895,73.41,"Wooliver_ITS_2G6_Beever240927_S307",356,3.67437372810733,0.938013791467377,16.1326208470019,0.625432689582442,"6 mo"
"152","91","Ambient","Five-species mix","R3","G-00","T1",97.61381842,19.01173188,80.98826812,0.147,2.275,0.272803738,4.221962617,15.47619048,0.136,1.078,1.075158077,8.522208879,7.926470588,2,16.15,8.08,13.64,26.14218339,53.76,52.76909522,78.91127861,67.39809079,-24.08738217,-26.39160481,-23.78094295,NA,NA,NA,64.48,872.305896,NA,NA,NA,NA,0.275053305,21.57190635,18.76790717,NA,122.158,"Wooliver_ITS_1G3_Beever240927_S187",549,3.92112833650578,0.948412914005293,19.3846963967417,0.621602274102661,"24 hr"
