Sample number,Moisture treatment,Residue type,Lab rep,Glucose addition treatment,Harvest day,Time,Date,WHC,
151,Drought,SHMX,R4,G-00,T1,2,6/7/23,53.65,
152,Drought,SHMX,R4,G-00,T90,2,6/7/23,55.19,
153,Drought,WHCL,R4,G-50,T1,2,6/7/23,55.48,
154,Drought,WHCL,R4,G-50,T90,2,6/7/23,55.09,
155,Drought,WHCL,R4,G-00,T1,2,6/7/23,54.8,
156,Drought,WHCL,R4,G-00,T90,2,6/7/23,53.06,
157,Drought,WHEA,R4,G-50,T1,2,6/7/23,54.2,
158,Drought,WHEA,R4,G-50,T90,2,6/7/23,54.69,
159,Drought,WHEA,R4,G-00,T1,2,6/7/23,54.54,
160,Drought,WHEA,R4,G-00,T90,2,6/7/23,53.67,
1,Ambient,CLOV,R1,G-50,T1,1,6/9/23,59.88,
2,Ambient,CLOV,R1,G-50,T90,1,6/9/23,60.22,
3,Ambient,CLOV,R1,G-00,T1,1,6/9/23,59.11,
4,Ambient,CLOV,R1,G-00,T90,1,6/9/23,59.64,
5,Ambient,NONE,R1,G-50,T1,1,6/9/23,59.45,
6,Ambient,NONE,R1,G-50,T90,1,6/9/23,59.64,
7,Ambient,NONE,R1,G-00,T1,1,6/9/23,60.17,
8,Ambient,NONE,R1,G-00,T90,1,6/9/23,59.69,
9,Ambient,SHMX,R1,G-50,T1,1,6/9/23,59.2,
10,Ambient,SHMX,R1,G-50,T90,1,6/9/23,58.91,
11,Ambient,SHMX,R1,G-00,T1,1,6/9/23,60.03,
12,Ambient,SHMX,R1,G-00,T90,1,6/9/23,60.65,
13,Ambient,WHCL,R1,G-50,T1,1,6/9/23,60.02,
14,Ambient,WHCL,R1,G-50,T90,1,6/9/23,58.81,
15,Ambient,WHCL,R1,G-00,T1,1,6/9/23,59.25,
16,Ambient,WHCL,R1,G-00,T90,1,6/9/23,60.41,
17,Ambient,WHEA,R1,G-50,T1,1,6/9/23,60.34,
18,Ambient,WHEA,R1,G-50,T90,1,6/9/23,58.99,
19,Ambient,WHEA,R1,G-00,T1,1,6/9/23,59.13,
20,Ambient,WHEA,R1,G-00,T90,1,6/9/23,59.86,
21,Drought,CLOV,R1,G-50,T1,1,6/9/23,52.58,
22,Drought,CLOV,R1,G-50,T90,1,6/9/23,50.36,
23,Drought,CLOV,R1,G-00,T1,1,6/9/23,49.78,
24,Drought,CLOV,R1,G-00,T90,1,6/9/23,46.49,
25,Drought,NONE,R1,G-50,T1,1,6/9/23,47.41,
26,Drought,NONE,R1,G-50,T90,1,6/9/23,53.36,
27,Drought,NONE,R1,G-00,T1,1,6/9/23,52.58,
28,Drought,NONE,R1,G-00,T90,1,6/9/23,51.09,
29,Drought,SHMX,R1,G-50,T1,1,6/9/23,50.41,
30,Drought,SHMX,R1,G-50,T90,1,6/9/23,49.54,
31,Drought,SHMX,R1,G-00,T1,1,6/9/23,52.73,
32,Drought,SHMX,R1,G-00,T90,1,6/9/23,52.44,
33,Drought,WHCL,R1,G-50,T1,1,6/9/23,51.56,
34,Drought,WHCL,R1,G-50,T90,1,6/9/23,50.98,
35,Drought,WHCL,R1,G-00,T1,1,6/9/23,51.23,
36,Drought,WHCL,R1,G-00,T90,1,6/9/23,54.27,
37,Drought,WHEA,R1,G-50,T1,1,6/9/23,52.51,
38,Drought,WHEA,R1,G-50,T90,1,6/9/23,52.66,
39,Drought,WHEA,R1,G-00,T1,1,6/9/23,51.55,
40,Drought,WHEA,R1,G-00,T90,1,6/9/23,51.98,
41,Ambient,CLOV,R2,G-50,T1,1,6/9/23,59.93,
42,Ambient,CLOV,R2,G-50,T90,1,6/9/23,60.36,
43,Ambient,CLOV,R2,G-00,T1,1,6/9/23,59.83,
44,Ambient,CLOV,R2,G-00,T90,1,6/9/23,59.4,
45,Ambient,NONE,R2,G-50,T1,1,6/9/23,59.59,
46,Ambient,NONE,R2,G-50,T90,1,6/9/23,60.27,
47,Ambient,NONE,R2,G-00,T1,1,6/9/23,60.61,
48,Ambient,NONE,R2,G-00,T90,1,6/9/23,58.87,
49,Ambient,SHMX,R2,G-50,T1,1,6/9/23,59.69,
50,Ambient,SHMX,R2,G-50,T90,1,6/9/23,59.16,
51,Ambient,SHMX,R2,G-00,T1,1,6/9/23,60.03,
52,Ambient,SHMX,R2,G-00,T90,1,6/9/23,60.17,
53,Ambient,WHCL,R2,G-50,T1,1,6/9/23,59.97,
54,Ambient,WHCL,R2,G-50,T90,1,6/9/23,59.44,
55,Ambient,WHCL,R2,G-00,T1,1,6/9/23,58.52,
56,Ambient,WHCL,R2,G-00,T90,1,6/9/23,61.04,
57,Ambient,WHEA,R2,G-50,T1,1,6/9/23,60.15,
58,Ambient,WHEA,R2,G-50,T90,1,6/9/23,61.12,
59,Ambient,WHEA,R2,G-00,T1,1,6/9/23,59.91,
60,Ambient,WHEA,R2,G-00,T90,1,6/9/23,57.78,
61,Drought,CLOV,R2,G-50,T1,1,6/9/23,50.16,
62,Drought,CLOV,R2,G-50,T90,1,6/9/23,48.71,
63,Drought,CLOV,R2,G-00,T1,1,6/9/23,47.02,
64,Drought,CLOV,R2,G-00,T90,1,6/9/23,43.98,
65,Drought,NONE,R2,G-50,T1,1,6/9/23,38.71,
66,Drought,NONE,R2,G-50,T90,1,6/9/23,52.83,
67,Drought,NONE,R2,G-00,T1,1,6/9/23,51.04,
68,Drought,NONE,R2,G-00,T90,1,6/9/23,49.59,
69,Drought,SHMX,R2,G-50,T1,1,6/9/23,46.98,
70,Drought,SHMX,R2,G-50,T90,1,6/9/23,44.61,
71,Drought,SHMX,R2,G-00,T1,1,6/9/23,54.81,
72,Drought,SHMX,R2,G-00,T90,1,6/9/23,52.63,
73,Drought,WHCL,R2,G-50,T1,1,6/9/23,49.87,
74,Drought,WHCL,R2,G-50,T90,1,6/9/23,49.78,
75,Drought,WHCL,R2,G-00,T1,1,6/9/23,48.04,
76,Drought,WHCL,R2,G-00,T90,1,6/9/23,55.14,
77,Drought,WHEA,R2,G-50,T1,1,6/9/23,53.91,
78,Drought,WHEA,R2,G-50,T90,1,6/9/23,52.56,
79,Drought,WHEA,R2,G-00,T1,1,6/9/23,52.75,
80,Drought,WHEA,R2,G-00,T90,1,6/9/23,51.45,
81,Ambient,CLOV,R3,G-50,T1,1,6/9/23,59.83,
82,Ambient,CLOV,R3,G-50,T90,1,6/9/23,60.07,
83,Ambient,CLOV,R3,G-00,T1,1,6/9/23,59.59,
84,Ambient,CLOV,R3,G-00,T90,1,6/9/23,59.73,
85,Ambient,NONE,R3,G-50,T1,1,6/9/23,59.64,
86,Ambient,NONE,R3,G-50,T90,1,6/9/23,59.5,
87,Ambient,NONE,R3,G-00,T1,1,6/9/23,60.03,
88,Ambient,NONE,R3,G-00,T90,1,6/9/23,59.98,
89,Ambient,SHMX,R3,G-50,T1,1,6/9/23,60.03,
90,Ambient,SHMX,R3,G-50,T90,1,6/9/23,59.16,
91,Ambient,SHMX,R3,G-00,T1,1,6/9/23,59.98,
92,Ambient,SHMX,R3,G-00,T90,1,6/9/23,59.83,
93,Ambient,WHCL,R3,G-50,T1,1,6/9/23,60.12,
94,Ambient,WHCL,R3,G-50,T90,1,6/9/23,60.07,
95,Ambient,WHCL,R3,G-00,T1,1,6/9/23,59.2,
96,Ambient,WHCL,R3,G-00,T90,1,6/9/23,59.68,
97,Ambient,WHEA,R3,G-50,T1,1,6/9/23,59.91,
98,Ambient,WHEA,R3,G-50,T90,1,6/9/23,59.67,
99,Ambient,WHEA,R3,G-00,T1,1,6/9/23,59.81,
100,Ambient,WHEA,R3,G-00,T90,1,6/9/23,59.62,
101,Drought,CLOV,R3,G-50,T1,1,6/9/23,51.86,
102,Drought,CLOV,R3,G-50,T90,1,6/9/23,51.42,
103,Drought,CLOV,R3,G-00,T1,1,6/9/23,50.26,
104,Drought,CLOV,R3,G-00,T90,1,6/9/23,50.07,
105,Drought,NONE,R3,G-50,T1,1,6/9/23,50.65,
106,Drought,NONE,R3,G-50,T90,1,6/9/23,52.83,
107,Drought,NONE,R3,G-00,T1,1,6/9/23,51.81,
108,Drought,NONE,R3,G-00,T90,1,6/9/23,51.38,
109,Drought,SHMX,R3,G-50,T1,1,6/9/23,50.55,
110,Drought,SHMX,R3,G-50,T90,1,6/9/23,51.33,
111,Drought,SHMX,R3,G-00,T1,1,6/9/23,51.23,
112,Drought,SHMX,R3,G-00,T90,1,6/9/23,51.04,
113,Drought,WHCL,R3,G-50,T1,1,6/9/23,49.44,
114,Drought,WHCL,R3,G-50,T90,1,6/9/23,49.78,
115,Drought,WHCL,R3,G-00,T1,1,6/9/23,50.65,
116,Drought,WHCL,R3,G-00,T90,1,6/9/23,48.71,
117,Drought,WHEA,R3,G-50,T1,1,6/9/23,46.71,
118,Drought,WHEA,R3,G-50,T90,1,6/9/23,47.68,
119,Drought,WHEA,R3,G-00,T1,1,6/9/23,49.52,
120,Drought,WHEA,R3,G-00,T90,1,6/9/23,50.87,
121,Ambient,CLOV,R4,G-50,T1,1,6/9/23,59.35,
122,Ambient,CLOV,R4,G-50,T90,1,6/9/23,59.49,
123,Ambient,CLOV,R4,G-00,T1,1,6/9/23,59.69,
124,Ambient,CLOV,R4,G-00,T90,1,6/9/23,59.01,
125,Ambient,NONE,R4,G-50,T1,1,6/9/23,58.48,
126,Ambient,NONE,R4,G-50,T90,1,6/9/23,59.93,
127,Ambient,NONE,R4,G-00,T1,1,6/9/23,59.69,
128,Ambient,NONE,R4,G-00,T90,1,6/9/23,59.35,
129,Ambient,SHMX,R4,G-50,T1,1,6/9/23,59.16,
130,Ambient,SHMX,R4,G-50,T90,1,6/9/23,59.4,
131,Ambient,SHMX,R4,G-00,T1,1,6/9/23,59.54,
132,Ambient,SHMX,R4,G-00,T90,1,6/9/23,59.49,
133,Ambient,WHCL,R4,G-50,T1,1,6/9/23,59.59,
134,Ambient,WHCL,R4,G-50,T90,1,6/9/23,59.3,
135,Ambient,WHCL,R4,G-00,T1,1,6/9/23,59.39,
136,Ambient,WHCL,R4,G-00,T90,1,6/9/23,59.64,
137,Ambient,WHEA,R4,G-50,T1,1,6/9/23,59.71,
138,Ambient,WHEA,R4,G-50,T90,1,6/9/23,59.62,
139,Ambient,WHEA,R4,G-00,T1,1,6/9/23,59.33,
140,Ambient,WHEA,R4,G-00,T90,1,6/9/23,59.13,
141,Drought,CLOV,R4,G-50,T1,1,6/9/23,52.63,
142,Drought,CLOV,R4,G-50,T90,1,6/9/23,52.24,
143,Drought,CLOV,R4,G-00,T1,1,6/9/23,51.52,
144,Drought,CLOV,R4,G-00,T90,1,6/9/23,52.1,
145,Drought,NONE,R4,G-50,T1,1,6/9/23,53.74,
146,Drought,NONE,R4,G-50,T90,1,6/9/23,52.97,
147,Drought,NONE,R4,G-00,T1,1,6/9/23,52.05,
148,Drought,NONE,R4,G-00,T90,1,6/9/23,53.6,
149,Drought,SHMX,R4,G-50,T1,1,6/9/23,53.41,
150,Drought,SHMX,R4,G-50,T90,1,6/9/23,54.08,
151,Drought,SHMX,R4,G-00,T1,1,6/9/23,52.2,
152,Drought,SHMX,R4,G-00,T90,1,6/9/23,53.45,
153,Drought,WHCL,R4,G-50,T1,1,6/9/23,53.55,
154,Drought,WHCL,R4,G-50,T90,1,6/9/23,53.5,
155,Drought,WHCL,R4,G-00,T1,1,6/9/23,53.26,
156,Drought,WHCL,R4,G-00,T90,1,6/9/23,52,
157,Drought,WHEA,R4,G-50,T1,1,6/9/23,52.66,
158,Drought,WHEA,R4,G-50,T90,1,6/9/23,53,
159,Drought,WHEA,R4,G-00,T1,1,6/9/23,53.09,
160,Drought,WHEA,R4,G-00,T90,1,6/9/23,51.88,
1,Ambient,CLOV,R1,G-50,T1,2,6/9/23,60,
2,Ambient,CLOV,R1,G-50,T90,2,6/9/23,60.21702002,
3,Ambient,CLOV,R1,G-00,T1,2,6/9/23,60,
4,Ambient,CLOV,R1,G-00,T90,2,6/9/23,60,
5,Ambient,NONE,R1,G-50,T1,2,6/9/23,60,
6,Ambient,NONE,R1,G-50,T90,2,6/9/23,60,
7,Ambient,NONE,R1,G-00,T1,2,6/9/23,60.17255516,
8,Ambient,NONE,R1,G-00,T90,2,6/9/23,60,
9,Ambient,SHMX,R1,G-50,T1,2,6/9/23,60,
10,Ambient,SHMX,R1,G-50,T90,2,6/9/23,60,
11,Ambient,SHMX,R1,G-00,T1,2,6/9/23,60.02659443,
12,Ambient,SHMX,R1,G-00,T90,2,6/9/23,60.65490223,
13,Ambient,WHCL,R1,G-50,T1,2,6/9/23,60,
14,Ambient,WHCL,R1,G-50,T90,2,6/9/23,60,
15,Ambient,WHCL,R1,G-00,T1,2,6/9/23,60,
16,Ambient,WHCL,R1,G-00,T90,2,6/9/23,60.40937887,
17,Ambient,WHEA,R1,G-50,T1,2,6/9/23,60.34268158,
18,Ambient,WHEA,R1,G-50,T90,2,6/9/23,60,
19,Ambient,WHEA,R1,G-00,T1,2,6/9/23,60,
20,Ambient,WHEA,R1,G-00,T90,2,6/9/23,60,
21,Drought,CLOV,R1,G-50,T1,2,6/9/23,52.58066363,
22,Drought,CLOV,R1,G-50,T90,2,6/9/23,50.35742062,
23,Drought,CLOV,R1,G-00,T1,2,6/9/23,49.77744419,
24,Drought,CLOV,R1,G-00,T90,2,6/9/23,46.49091105,
25,Drought,NONE,R1,G-50,T1,2,6/9/23,47.41307359,
26,Drought,NONE,R1,G-50,T90,2,6/9/23,53.35783205,
27,Drought,NONE,R1,G-00,T1,2,6/9/23,52.58453013,
28,Drought,NONE,R1,G-00,T90,2,6/9/23,51.08625768,
29,Drought,SHMX,R1,G-50,T1,2,6/9/23,50.40865188,
30,Drought,SHMX,R1,G-50,T90,2,6/9/23,49.53868722,
31,Drought,SHMX,R1,G-00,T1,2,6/9/23,52.72855762,
32,Drought,SHMX,R1,G-00,T90,2,6/9/23,52.4385694,
33,Drought,WHCL,R1,G-50,T1,2,6/9/23,51.56473824,
34,Drought,WHCL,R1,G-50,T90,2,6/9/23,50.9847618,
35,Drought,WHCL,R1,G-00,T1,2,6/9/23,51.22641865,
36,Drought,WHCL,R1,G-00,T90,2,6/9/23,54.27129493,
37,Drought,WHEA,R1,G-50,T1,2,6/9/23,52.51299971,
38,Drought,WHEA,R1,G-50,T90,2,6/9/23,52.65799382,
39,Drought,WHEA,R1,G-00,T1,2,6/9/23,51.54637232,
40,Drought,WHEA,R1,G-00,T90,2,6/9/23,51.98135464,
41,Ambient,CLOV,R2,G-50,T1,2,6/9/23,60,
42,Ambient,CLOV,R2,G-50,T90,2,6/9/23,60.36201413,
43,Ambient,CLOV,R2,G-00,T1,2,6/9/23,60,
44,Ambient,CLOV,R2,G-00,T90,2,6/9/23,60,
45,Ambient,NONE,R2,G-50,T1,2,6/9/23,60,
46,Ambient,NONE,R2,G-50,T90,2,6/9/23,60.2692179,
47,Ambient,NONE,R2,G-00,T1,2,6/9/23,60.60753749,
48,Ambient,NONE,R2,G-00,T90,2,6/9/23,60,
49,Ambient,SHMX,R2,G-50,T1,2,6/9/23,60,
50,Ambient,SHMX,R2,G-50,T90,2,6/9/23,60,
51,Ambient,SHMX,R2,G-00,T1,2,6/9/23,60.02659443,
52,Ambient,SHMX,R2,G-00,T90,2,6/9/23,60.17158854,
53,Ambient,WHCL,R2,G-50,T1,2,6/9/23,59.97439655,
54,Ambient,WHCL,R2,G-50,T90,2,6/9/23,60,
55,Ambient,WHCL,R2,G-00,T1,2,6/9/23,60,
56,Ambient,WHCL,R2,G-00,T90,2,6/9/23,61.03768668,
57,Ambient,WHEA,R2,G-50,T1,2,6/9/23,60.14935611,
58,Ambient,WHEA,R2,G-50,T90,2,6/9/23,61.1159835,
59,Ambient,WHEA,R2,G-00,T1,2,6/9/23,60,
60,Ambient,WHEA,R2,G-00,T90,2,6/9/23,60,
61,Drought,CLOV,R2,G-50,T1,2,6/9/23,50.16409514,
62,Drought,CLOV,R2,G-50,T90,2,6/9/23,48.71415406,
63,Drought,CLOV,R2,G-00,T1,2,6/9/23,47.02255612,
64,Drought,CLOV,R2,G-00,T90,2,6/9/23,46.49091105,
65,Drought,NONE,R2,G-50,T1,2,6/9/23,46.54310893,
66,Drought,NONE,R2,G-50,T90,2,6/9/23,52.82618698,
67,Drought,NONE,R2,G-00,T1,2,6/9/23,51.03792631,
68,Drought,NONE,R2,G-00,T90,2,6/9/23,49.58798522,
69,Drought,SHMX,R2,G-50,T1,2,6/9/23,46.97712463,
70,Drought,SHMX,R2,G-50,T90,2,6/9/23,46.54214231,
71,Drought,SHMX,R2,G-00,T1,2,6/9/23,54.80680651,
72,Drought,SHMX,R2,G-00,T90,2,6/9/23,52.63189488,
73,Drought,WHCL,R2,G-50,T1,2,6/9/23,49.8731403,
74,Drought,WHCL,R2,G-50,T90,2,6/9/23,49.77647756,
75,Drought,WHCL,R2,G-00,T1,2,6/9/23,48.03654825,
76,Drought,WHCL,R2,G-00,T90,2,6/9/23,55.14125959,
77,Drought,WHEA,R2,G-50,T1,2,6/9/23,53.91460943,
78,Drought,WHEA,R2,G-50,T90,2,6/9/23,52.56133108,
79,Drought,WHEA,R2,G-00,T1,2,6/9/23,52.75465656,
80,Drought,WHEA,R2,G-00,T90,2,6/9/23,51.44970958,
81,Ambient,CLOV,R3,G-50,T1,2,6/9/23,60,
82,Ambient,CLOV,R3,G-50,T90,2,6/9/23,60.07202591,
83,Ambient,CLOV,R3,G-00,T1,2,6/9/23,60,
84,Ambient,CLOV,R3,G-00,T90,2,6/9/23,60,
85,Ambient,NONE,R3,G-50,T1,2,6/9/23,60,
86,Ambient,NONE,R3,G-50,T90,2,6/9/23,60,
87,Ambient,NONE,R3,G-00,T1,2,6/9/23,60.02756105,
88,Ambient,NONE,R3,G-00,T90,2,6/9/23,60,
89,Ambient,SHMX,R3,G-50,T1,2,6/9/23,60.02659443,
90,Ambient,SHMX,R3,G-50,T90,2,6/9/23,60,
91,Ambient,SHMX,R3,G-00,T1,2,6/9/23,60,
92,Ambient,SHMX,R3,G-00,T90,2,6/9/23,60,
93,Ambient,WHCL,R3,G-50,T1,2,6/9/23,60.11939066,
94,Ambient,WHCL,R3,G-50,T90,2,6/9/23,60.07105929,
95,Ambient,WHCL,R3,G-00,T1,2,6/9/23,60,
96,Ambient,WHCL,R3,G-00,T90,2,6/9/23,60,
97,Ambient,WHEA,R3,G-50,T1,2,6/9/23,60,
98,Ambient,WHEA,R3,G-50,T90,2,6/9/23,60,
99,Ambient,WHEA,R3,G-00,T1,2,6/9/23,60,
100,Ambient,WHEA,R3,G-00,T90,2,6/9/23,60,
101,Drought,CLOV,R3,G-50,T1,2,6/9/23,51.85569308,
102,Drought,CLOV,R3,G-50,T90,2,6/9/23,51.42071075,
103,Drought,CLOV,R3,G-00,T1,2,6/9/23,50.26075788,
104,Drought,CLOV,R3,G-00,T90,2,6/9/23,50.06743241,
105,Drought,NONE,R3,G-50,T1,2,6/9/23,50.65127535,
106,Drought,NONE,R3,G-50,T90,2,6/9/23,52.82618698,
107,Drought,NONE,R3,G-00,T1,2,6/9/23,51.81122822,
108,Drought,NONE,R3,G-00,T90,2,6/9/23,51.37624589,
109,Drought,SHMX,R3,G-50,T1,2,6/9/23,50.55364598,
110,Drought,SHMX,R3,G-50,T90,2,6/9/23,51.3269479,
111,Drought,SHMX,R3,G-00,T1,2,6/9/23,51.23028516,
112,Drought,SHMX,R3,G-00,T90,2,6/9/23,51.03695968,
113,Drought,WHCL,R3,G-50,T1,2,6/9/23,49.43815797,
114,Drought,WHCL,R3,G-50,T90,2,6/9/23,49.77647756,
115,Drought,WHCL,R3,G-00,T1,2,6/9/23,50.64644221,
116,Drought,WHCL,R3,G-00,T90,2,6/9/23,48.71318743,
117,Drought,WHEA,R3,G-50,T1,2,6/9/23,46.71323535,
118,Drought,WHEA,R3,G-50,T90,2,6/9/23,47.67986275,
119,Drought,WHEA,R3,G-00,T1,2,6/9/23,49.51645479,
120,Drought,WHEA,R3,G-00,T90,2,6/9/23,50.86973314,
121,Ambient,CLOV,R4,G-50,T1,2,6/9/23,60,
122,Ambient,CLOV,R4,G-50,T90,2,6/9/23,60,
123,Ambient,CLOV,R4,G-00,T1,2,6/9/23,60,
124,Ambient,CLOV,R4,G-00,T90,2,6/9/23,60,
125,Ambient,NONE,R4,G-50,T1,2,6/9/23,60,
126,Ambient,NONE,R4,G-50,T90,2,6/9/23,60,
127,Ambient,NONE,R4,G-00,T1,2,6/9/23,60,
128,Ambient,NONE,R4,G-00,T90,2,6/9/23,60,
129,Ambient,SHMX,R4,G-50,T1,2,6/9/23,60,
130,Ambient,SHMX,R4,G-50,T90,2,6/9/23,60,
131,Ambient,SHMX,R4,G-00,T1,2,6/9/23,60,
132,Ambient,SHMX,R4,G-00,T90,2,6/9/23,60,
133,Ambient,WHCL,R4,G-50,T1,2,6/9/23,60,
134,Ambient,WHCL,R4,G-50,T90,2,6/9/23,60,
135,Ambient,WHCL,R4,G-00,T1,2,6/9/23,60,
136,Ambient,WHCL,R4,G-00,T90,2,6/9/23,60,
137,Ambient,WHEA,R4,G-50,T1,2,6/9/23,60,
138,Ambient,WHEA,R4,G-50,T90,2,6/9/23,60,
139,Ambient,WHEA,R4,G-00,T1,2,6/9/23,60,
140,Ambient,WHEA,R4,G-00,T90,2,6/9/23,60,
141,Drought,CLOV,R4,G-50,T1,2,6/9/23,52.62899499,
142,Drought,CLOV,R4,G-50,T90,2,6/9/23,52.24234404,
143,Drought,CLOV,R4,G-00,T1,2,6/9/23,51.51737349,
144,Drought,CLOV,R4,G-00,T90,2,6/9/23,52.09734993,
145,Drought,NONE,R4,G-50,T1,2,6/9/23,53.74448301,
146,Drought,NONE,R4,G-50,T90,2,6/9/23,52.97118109,
147,Drought,NONE,R4,G-00,T1,2,6/9/23,52.05288507,
148,Drought,NONE,R4,G-00,T90,2,6/9/23,53.5994889,
149,Drought,SHMX,R4,G-50,T1,2,6/9/23,53.40519679,
150,Drought,SHMX,R4,G-50,T90,2,6/9/23,54.08183597,
151,Drought,SHMX,R4,G-00,T1,2,6/9/23,52.19691255,
152,Drought,SHMX,R4,G-00,T90,2,6/9/23,53.45352816,
153,Drought,WHCL,R4,G-50,T1,2,6/9/23,53.54632439,
154,Drought,WHCL,R4,G-50,T90,2,6/9/23,53.49799302,
155,Drought,WHCL,R4,G-00,T1,2,6/9/23,53.25633617,
156,Drought,WHCL,R4,G-00,T90,2,6/9/23,51.99972056,
157,Drought,WHEA,R4,G-50,T1,2,6/9/23,52.65799382,
158,Drought,WHEA,R4,G-50,T90,2,6/9/23,52.9963134,
159,Drought,WHEA,R4,G-00,T1,2,6/9/23,53.09297614,
160,Drought,WHEA,R4,G-00,T90,2,6/9/23,51.8846919,
1,Ambient,CLOV,R1,G-50,T1,1,6/12/23,59.25,
2,Ambient,CLOV,R1,G-50,T90,1,6/12/23,58.96,
3,Ambient,CLOV,R1,G-00,T1,1,6/12/23,57.99,
4,Ambient,CLOV,R1,G-00,T90,1,6/12/23,58.62,
5,Ambient,NONE,R1,G-50,T1,1,6/12/23,58.34,
6,Ambient,NONE,R1,G-50,T90,1,6/12/23,59.11,
7,Ambient,NONE,R1,G-00,T1,1,6/12/23,59.21,
8,Ambient,NONE,R1,G-00,T90,1,6/12/23,59.01,
9,Ambient,SHMX,R1,G-50,T1,1,6/12/23,58.62,
10,Ambient,SHMX,R1,G-50,T90,1,6/12/23,58.14,
11,Ambient,SHMX,R1,G-00,T1,1,6/12/23,58.96,
12,Ambient,SHMX,R1,G-00,T90,1,6/12/23,59.78,
13,Ambient,WHCL,R1,G-50,T1,1,6/12/23,59.01,
14,Ambient,WHCL,R1,G-50,T90,1,6/12/23,58.52,
15,Ambient,WHCL,R1,G-00,T1,1,6/12/23,58.43,
16,Ambient,WHCL,R1,G-00,T90,1,6/12/23,59.59,
17,Ambient,WHEA,R1,G-50,T1,1,6/12/23,59.18,
18,Ambient,WHEA,R1,G-50,T90,1,6/12/23,58.7,
19,Ambient,WHEA,R1,G-00,T1,1,6/12/23,58.22,
20,Ambient,WHEA,R1,G-00,T90,1,6/12/23,58.31,
21,Drought,CLOV,R1,G-50,T1,1,6/12/23,46.88,
22,Drought,CLOV,R1,G-50,T90,1,6/12/23,44.41,
23,Drought,CLOV,R1,G-00,T1,1,6/12/23,43.45,
24,Drought,CLOV,R1,G-00,T90,1,6/12/23,38.32,
25,Drought,NONE,R1,G-50,T1,1,6/12/23,38.04,
26,Drought,NONE,R1,G-50,T90,1,6/12/23,48.52,
27,Drought,NONE,R1,G-00,T1,1,6/12/23,48.57,
28,Drought,NONE,R1,G-00,T90,1,6/12/23,46.49,
29,Drought,SHMX,R1,G-50,T1,1,6/12/23,45,
30,Drought,SHMX,R1,G-50,T90,1,6/12/23,43.88,
31,Drought,SHMX,R1,G-00,T1,1,6/12/23,47.94,
32,Drought,SHMX,R1,G-00,T90,1,6/12/23,48.23,
33,Drought,WHCL,R1,G-50,T1,1,6/12/23,47.55,
34,Drought,WHCL,R1,G-50,T90,1,6/12/23,46.73,
35,Drought,WHCL,R1,G-00,T1,1,6/12/23,46.3,
36,Drought,WHCL,R1,G-00,T90,1,6/12/23,48.08,
37,Drought,WHEA,R1,G-50,T1,1,6/12/23,46.95,
38,Drought,WHEA,R1,G-50,T90,1,6/12/23,47.15,
39,Drought,WHEA,R1,G-00,T1,1,6/12/23,45.84,
40,Drought,WHEA,R1,G-00,T90,1,6/12/23,47.15,
41,Ambient,CLOV,R2,G-50,T1,1,6/12/23,58.67,
42,Ambient,CLOV,R2,G-50,T90,1,6/12/23,59.06,
43,Ambient,CLOV,R2,G-00,T1,1,6/12/23,58.24,
44,Ambient,CLOV,R2,G-00,T90,1,6/12/23,58.19,
45,Ambient,NONE,R2,G-50,T1,1,6/12/23,58,
46,Ambient,NONE,R2,G-50,T90,1,6/12/23,59.01,
47,Ambient,NONE,R2,G-00,T1,1,6/12/23,59.16,
48,Ambient,NONE,R2,G-00,T90,1,6/12/23,57.37,
49,Ambient,SHMX,R2,G-50,T1,1,6/12/23,57.95,
50,Ambient,SHMX,R2,G-50,T90,1,6/12/23,58.29,
51,Ambient,SHMX,R2,G-00,T1,1,6/12/23,58.38,
52,Ambient,SHMX,R2,G-00,T90,1,6/12/23,58.72,
53,Ambient,WHCL,R2,G-50,T1,1,6/12/23,58.14,
54,Ambient,WHCL,R2,G-50,T90,1,6/12/23,58.38,
55,Ambient,WHCL,R2,G-00,T1,1,6/12/23,58.04,
56,Ambient,WHCL,R2,G-00,T90,1,6/12/23,59.93,
57,Ambient,WHEA,R2,G-50,T1,1,6/12/23,57.97,
58,Ambient,WHEA,R2,G-50,T90,1,6/12/23,59.76,
59,Ambient,WHEA,R2,G-00,T1,1,6/12/23,58.99,
60,Ambient,WHEA,R2,G-00,T90,1,6/12/23,57.83,
61,Drought,CLOV,R2,G-50,T1,1,6/12/23,38.23,
62,Drought,CLOV,R2,G-50,T90,1,6/12/23,38.81,
63,Drought,CLOV,R2,G-00,T1,1,6/12/23,37.84,
64,Drought,CLOV,R2,G-00,T90,1,6/12/23,35.28,
65,Drought,NONE,R2,G-50,T1,1,6/12/23,31.27,
66,Drought,NONE,R2,G-50,T90,1,6/12/23,42.97,
67,Drought,NONE,R2,G-00,T1,1,6/12/23,43.35,
68,Drought,NONE,R2,G-00,T90,1,6/12/23,43.06,
69,Drought,SHMX,R2,G-50,T1,1,6/12/23,40.07,
70,Drought,SHMX,R2,G-50,T90,1,6/12/23,36.34,
71,Drought,SHMX,R2,G-00,T1,1,6/12/23,45.48,
72,Drought,SHMX,R2,G-00,T90,1,6/12/23,44.85,
73,Drought,WHCL,R2,G-50,T1,1,6/12/23,41.9,
74,Drought,WHCL,R2,G-50,T90,1,6/12/23,41.8,
